,Study,Run,vconst_corr,vconst_2,vconst_3,vconst_4,vconst_5,vconst_7,ah_corr,ah_bolus,slm_corr,efficiency_factor,tidal_mix_max,vertical_decay_scale,convect_corr,bckgrnd_vdc1,bckgrnd_vdc_ban,bckgrnd_vdc_eq,bckgrnd_vdc_psim,Prandtl,outcome
0,1,1,0.859036206437223,0.927824535760252,0.252865622367244,0.298838311199668,0.170521299895416,0.735936040913738,0.428325427881079,0.567946941770302,0.474369599993547,0.245674854711008,0.104225865297485,0.869090702981015,0.997518495631973,0.448620077452829,0.307521787118942,0.858310365213805,0.796997239630824,0.869893038135746,0
1,1,2,0.606041025237128,0.457728362762524,0.359448422767066,0.306957376771606,0.843330767177717,0.934850661151318,0.444572488360831,0.828014925339569,0.296617752717187,0.616869901541051,0.975785581404084,0.914343666995409,0.845247141927635,0.86415186806763,0.346712688982693,0.356573417088172,0.438447188711466,0.512256143905688,1
2,1,3,0.997599777030862,0.37323848710059,0.517399355529859,0.504992545669018,0.618903335988418,0.605570823218052,0.746225330040841,0.195928291979038,0.815666935106532,0.679355027974169,0.803413075982179,0.643995160996241,0.71844113321147,0.924775074027841,0.3153714063448,0.250642370688729,0.285635527189717,0.365857963657213,1
3,1,4,0.783407859306316,0.104055313956147,0.197532695107575,0.421837159247499,0.74205566759661,0.490827882415356,0.00552543695602152,0.392123267213658,0.0100148949642769,0.471462699939082,0.597878903083296,0.76165875207581,0.362750560747614,0.9128190944424,0.977971175252201,0.845921227251852,0.699430932359407,0.475986734584957,1
4,1,5,0.406249530785458,0.513199296929977,0.0618115770100202,0.635836718556108,0.844797516986727,0.441502226525659,0.19192645115545,0.48754611612013,0.358533581225977,0.55154323508161,0.743876519156361,0.312349434330179,0.650222832717311,0.522261015828957,0.043544764827109,0.376660111351197,0.280097758886404,0.132282876074572,1
5,1,6,0.0413794697055386,0.629025937883286,0.303380105339197,0.813407571668115,0.222817122505512,0.971206032758992,0.609778289794404,0.647803859216057,0.737913872956091,0.440943207113175,0.0359823660394694,0.615867666898864,0.0174871842674393,0.932319514759971,0.329318037856784,0.954122775791782,0.135378914996464,0.294804795545577,1
6,1,7,0.16105006757037,0.548838498016509,0.153583456094687,0.654415396784639,0.140346212753663,0.796645887306011,0.405839623644068,0.662635625012788,0.049426685164993,0.578519493832977,0.264854682900477,0.959217373046299,0.698106831817939,0.467358949444153,0.63707769600571,0.0112513306537746,0.147325156949874,0.213814247222358,1
7,1,8,0.415298986393544,0.898731363430205,0.931821763206325,0.91664793893255,0.399105637658956,0.00944511478171787,0.846257460333355,0.683772540261917,0.397306456879919,0.886768087244127,0.522427847276493,0.694773565482399,0.886522317973948,0.411672883078507,0.481108053856425,0.926546370234185,0.0264308704153841,0.0927395523913825,1
8,1,9,0.166757877802269,0.352971855717866,0.988120610877457,0.287070317296052,0.563625600050565,0.402707875179799,0.380931733126959,0.479191238058006,0.0601652939803898,0.236524445136698,0.290483708333017,0.391833072444165,0.254944302259375,0.488399585905588,0.0536835650848742,0.862225604101291,0.415055139380921,0.487125899461615,1
9,1,10,0.655626078532077,0.413930717192124,0.805288477992225,0.163485863760838,0.861901695078187,0.947594531800132,0.546563675681439,0.426141006247295,0.417080309098431,0.945609573926776,0.3253875090068,0.666526808363333,0.374270055352503,0.100291350742595,0.213290279975626,0.222859670953928,0.00728621250147827,0.420027361999058,1
10,1,11,0.590007976641775,0.293692412351568,0.423497844394296,0.329803463124618,0.457837699856867,0.829782296420954,0.497766735385327,0.159440334229212,0.971121864743892,0.492342538407279,0.0842689724108721,0.974333947520547,0.926423908720931,0.295425918803084,0.804212452344492,0.870840009254041,0.546295022535034,0.884871078825866,1
11,1,12,0.881929079382421,0.424916157180753,0.903222366957925,0.173305913909441,0.79100537164292,0.476183524068134,0.681175840690007,0.905843852496602,0.828415465574815,0.0837173290227332,0.520566650839626,0.0729153457925551,0.948094685051021,0.999615890526264,0.728459114670598,0.285888355583625,0.210889642579584,0.833589868153083,1
12,1,13,0.961010261522864,0.976906806419396,0.8579287729834,0.614971227497638,0.615515928825415,0.352769204342944,0.83396000604585,0.0950917492814672,0.230892541998117,0.954833277651212,0.577181748772919,0.783511430175147,0.530424644539339,0.175169763996058,0.544458264181028,0.08139244056462,0.733014883465754,0.531368854744101,0
13,1,14,0.172529525368008,0.0135563741295805,0.623446507864476,0.519135859302089,0.254456362712921,0.3669473464549,0.0556956443806282,0.518501450280503,0.371256628975324,0.853783564674409,0.347039854842134,0.947346732184653,0.597281031874525,0.428806484889032,0.401369981657868,0.820445570110395,0.59958428628872,0.135680675664399,1
14,1,15,0.396513558703009,0.201241250302539,0.968107639727855,0.836439981944083,0.609976637592384,0.244681981916073,0.788270514025094,0.356016874864387,0.125053999876965,0.510102588782966,0.403965967962156,0.865611911342582,0.49951599093749,0.589648486121505,0.014997915955933,0.893354827800714,0.562122468505468,0.0284487374398546,1
15,1,16,0.0516203632423033,0.310912551340233,0.909292557536779,0.719117467925469,0.433167081923845,0.997141749162175,0.231381708591814,0.77158893604323,0.593069371997585,0.109138528102388,0.215117459848988,0.051819287548359,0.293526040342274,0.751845499181136,0.922480758525327,0.606573033767442,0.3182088333984,0.718853513591198,1
16,1,17,0.8143564358909821,0.69677386630016,0.702882552965699,0.975635676576186,0.98348481453593,0.0311367224203422,0.938889143416761,0.74484604513402,0.752253548575875,0.412524050149497,0.586656404983821,0.941652686298928,0.247466384292218,0.550210881638082,0.229890761237281,0.691478239362024,0.999305936747178,0.647063186650888,1
17,1,18,0.595624121317329,0.791531254343378,0.794122937844238,0.430667284358706,0.916778134636115,0.897785417732989,0.729778767582805,0.560203906015441,0.658952968314083,0.835251912126679,0.644758865635635,0.444219064852222,0.820039098083766,0.87805546019873,0.238453253212436,0.413538440311741,0.378726412006653,0.97304947288681,1
18,1,19,0.453287468118489,0.227814193661066,0.868963931881201,0.839546770121281,0.133349424983478,0.95133957290608,0.17908095436093,0.0231524301990349,0.144846837941764,0.674269175574752,0.0832725958381262,0.437239217534402,0.231382254847428,0.424553434715037,0.578621062734681,0.140284237118127,0.538908978574909,0.620391973550431,1
19,1,20,0.358677492841767,0.539763975346512,0.408204473363649,0.39134176555607,0.660984427453432,0.730276729066908,0.415556777691623,0.67796969201752,0.0922428337287985,0.457695100275385,0.971049520912735,0.116668504974546,0.89342431396039,0.895280357906853,0.412109540481793,0.0674896406656545,0.254949350586523,0.146701198438596,1
20,1,21,0.795198342426576,0.129786544571268,0.88182461164219,0.531266301340009,0.546996702142577,0.62659593976439,0.689773244161107,0.94165113303267,0.466418687972085,0.098313261678494,0.435143215761571,0.730365887078611,0.868267936976109,0.852819667926006,0.525977487697835,0.785420604765466,0.630602681649745,0.74092290776316,1
21,1,22,0.500682858930021,0.360446702405655,0.939109797981412,0.149994563998188,0.579039917860387,0.297490246917328,0.905608323939506,0.765232183675592,0.0268787287628381,0.608748029123267,0.316248889359283,0.842602638200494,0.384431766289182,0.600999812993945,0.941488209677239,0.981674887618929,0.225052715191203,0.692643849515459,1
22,1,23,0.0294536956443658,0.675724623583826,0.0249300619367406,0.113832300471969,0.833685552859161,0.268191041846552,0.936407155181384,0.577268761329146,0.728362991927295,0.84649362205269,0.419848470070347,0.286227754182699,0.782013775431551,0.455999154664783,0.450856708515332,0.909224239276308,0.827097995333477,0.125961425608127,1
23,1,24,0.294863722261248,0.817869571807225,0.548480254687213,0.983250152040273,0.475169339897628,0.672254588275164,0.198054687812044,0.270249808258894,0.453984698970129,0.725451126441152,0.653350693577279,0.0990924772379609,0.369055731764011,0.252057032139661,0.426082946325186,0.381707776121846,0.775820591251572,0.561837770374647,1
24,1,25,0.483920716782773,0.272825272672344,0.288013514510304,0.424075318610347,0.825866787374899,0.686728397587366,0.317001137935504,0.107175528562058,0.76105377571916,0.720972962823644,0.98483887433152,0.345239468155584,0.145046734552468,0.961694303519713,0.0215609958343621,0.127715148029124,0.978176445045715,0.8775243971859,1
25,1,26,0.773996627224712,0.0299948844489538,0.50094472825165,0.181440098973042,0.501907078621702,0.0171647679358203,0.683837319011541,0.239435751411494,0.694846243250908,0.762668234675139,0.118619659444731,0.694098152085724,0.489322637188403,0.354128969630174,0.527805905495511,0.777713409789268,0.309117118689593,0.262728187181831,1
26,1,27,0.420277396235097,0.371871862083207,0.742211770495244,0.0630451507103215,0.189159879325112,0.846139099689511,0.874233444831851,0.143819031002931,0.156295523118589,0.353835360075916,0.393120692253837,0.633843455843937,0.788371191729998,0.856284486329079,0.6020186010179,0.168630821323798,0.534521739966132,0.98751271858087,1
27,1,28,0.531351044748185,0.14878719490694,0.345090002382898,0.0851566766078273,0.737006981544093,0.345312468917109,0.172234035069899,0.690670495991232,0.0974010263543782,0.183404353330843,0.371573713952158,0.480700615542526,0.506994243775908,0.823968274342931,0.146707842198924,0.595529736670303,0.371591387671004,0.199845543527044,1
28,1,29,0.305038056031076,0.240670239147988,0.830738987051881,0.0219907879829406,0.998549573837469,0.294418373412918,0.716169724535818,0.415549575559432,0.921414983228573,0.139467971094159,0.0692558190384362,0.981447688757907,0.205875660325141,0.194218463232068,0.501133420350702,0.181757552212932,0.691083868902124,0.615791177793612,1
29,1,30,0.250101395041888,0.73477184541601,0.93769276081455,0.892969553237263,0.235561914990345,0.982420484954491,0.532902828724278,0.398451867571566,0.195629774045664,0.898278458680336,0.736031169591782,0.889063171130449,0.978484093022739,0.828647165360032,0.442606477016427,0.452043045557931,0.769883357967612,0.435865730092498,1
30,1,31,0.384082258030927,0.883148775564041,0.0292803284479305,0.359466857993457,0.35738168416105,0.526268260363334,0.0362779926612145,0.590754628641944,0.137505627680932,0.0481509175436157,0.662520832722334,0.338001542388358,0.305893650433669,0.0267616104890799,0.0309023542678915,0.33904527509585,0.576479066578516,0.7595670555964,1
31,1,32,0.715208537493728,0.329158343982675,0.576084515053985,0.022301076454783,0.384342267190934,0.822693802585773,0.716930135441685,0.325197324767294,0.85468367410746,0.398638789584705,0.83567280591362,0.467984427143043,0.00482530618448638,0.682274386418672,0.114236209823543,0.56602790538325,0.559204189139159,0.80277111728598,1
32,1,33,0.678596221972515,0.11573812718141,0.529137065343093,0.188375471911341,0.418222119968332,0.333327638363051,0.138330019089496,0.12020037928208,0.532580007659271,0.967350228390811,0.158751383991653,0.474753502405817,0.142947952132413,0.164271069592278,0.809067913561335,0.768809701805003,0.936032619604116,0.402335294924624,1
33,1,34,0.742689086261412,0.420645436889026,0.431974904669914,0.686290599779588,0.0430776106892153,0.0418244833889831,0.986827916108692,0.8684100768503,0.414101277122325,0.530653654688244,0.42267044720421,0.182382541390446,0.897420062330396,0.729726690303586,0.158203093944272,0.875170029390655,0.618953154102847,0.218368287397445,1
34,1,35,0.0146981953811417,0.944565988289347,0.245755275367345,0.680600516349335,0.967000433180429,0.44978920943233,0.593077848484325,0.272489438728532,0.676483966649458,0.756457615394093,0.619869259588368,0.909250390821964,0.702105574737975,0.763603493276362,0.376942453415702,0.47715846327418,0.352573290678103,0.328101976839308,1
